"","lgID","yearID","playerID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"1","AL",2000,"martipe02",651,11.71,64060000,81.97,764780288.091524
"2","AL",2009,"greinza01",688,10.4,74977000,72.8,661425211.142773
"3","NL",1985,"goodedw01",830,12.18,38525000,85.26,617692932.053001
"4","AL",1997,"clemero02",792,11.93,57046000,83.51,493422299.053279
"5","NL",1980,"carltst01",912,10.22,36370000,71.54,397596486.231407
"6","AL",1913,"johnswa01",1039,15.07,8664000,105.49,348763268.940145
"7","NL",2002,"johnsra05",780,10.74,66486000,75.18,326807013.763197
"8","AL",1989,"saberbr01",787,9.65,40249000,67.55,309659008.978745
"9","AL",1945,"newhoha01",940,11.25,11860000,78.75,213440517.264092
"10","NL",1968,"gibsobo01",914,11.23,24796000,78.61,213204804.755281
"11","AL",1931,"grovele01",866,10.39,10041000,72.73,202042857.184408
"12","AL",2012,"verlaju01",715,8.08,80552000,56.56,198864249.528041
"13","NL",1889,"clarkjo01",1860,16.69,4949000,116.83,170594405.52182
"14","NL",1994,"maddugr01",606,8.49,50032000,59.43,159165066.298548
"15","AL",1976,"fidryma01",751,9.57,32262000,66.99,150803367.578696
"16","NL",1892,"youngcy01",1359,13.92,5124000,97.44,149754509.805915
"17","AL",1921,"faberre01",992,11.29,9029000,79.03,135195359.149035
"18","NL",1965,"maricju01",886,10.3,22840000,72.1,125967707.140268
"19","NL",1920,"alexape01",1090,11.87,8930000,83.09,119115580.916676
"20","AL",2017,"klubeco01",611,8.14,91457000,56.98,111256431.896843
"21","NL",1928,"vanceda01",844,10.12,9722000,70.84,110488304.505149
"22","NL",2010,"hallaro01",752,8.55,76190000,59.85,105080811.522111
"23","NL",2018,"nolaaa01",637,10.46,93638000,73.22,98401309.5515388
"24","AL",1940,"fellebo01",961,9.92,11130000,69.44,94492670.1462664
"25","NL",1938,"leebi02",876,7.99,10888000,55.93,90857730.8697153
"26","AL",1971,"woodwi01",1002,11.74,27127000,82.18,89035746.4622379
"27","NL",1923,"luquedo01",966,10.55,9227000,73.85,82016251.1875205
"28","AL",1964,"chancde01",835,9.38,22188000,65.66,74065046.918696
"29","NL",2013,"kershcl01",708,7.99,82733000,55.93,71178183.9779386
"30","NL",1942,"coopemo01",836,8.24,11422000,57.68,66518347.5741308
"31","NL",1894,"rusieam01",1332,13.74,5238000,96.18,62246276.4749296
"32","AL",1917,"cicoted01",1040,11.41,8816000,79.87,60032514.2698363
"33","NL",1967,"bunniji01",907,7.82,24144000,54.74,57028950.9231907
"34","NL",1897,"nichoki01",1104,10.69,5409000,74.83,56660578.6483211
"35","NL",2008,"linceti01",681,7.83,73764000,54.81,56605822.0238589
"36","NL",1966,"koufasa01",969,10.28,23492000,71.96,50677412.7836378
"37","NL",1954,"roberro01",1010,9.04,15386000,63.28,50545432.8985927
"38","AL",2006,"santajo01",701,7.59,71338000,53.13,41120745.4174915
"39","AL",1944,"troutdi01",1057,9.25,11714000,64.75,39957377.8433705
"40","AL",1996,"hentgpa01",797,8.55,54708000,59.85,36219690.991636
"41","NL",1973,"seaveto01",870,10.61,29181000,74.27,35346757.2944127
"42","NL",1880,"mccorji01",1973,10.47,4400000,73.29,35313244.0085443
"43","NL",1908,"mathech01",1173,11.74,7956000,82.18,31597654.6707566
"44","AL",1984,"stiebda01",801,7.93,38094000,55.51,31306034.8462673
"45","NL",1903,"mcginjo01",1302,11.65,6471000,81.55,30819674.4254965
"46","NL",1991,"glavito02",740,8.52,43018000,59.64,27287589.9729322
"47","NL",1888,"buffich01",1201,12.1,4888000,84.7,25634593.0625787
"48","NL",1883,"radboch01",1897,13.09,4583000,91.63,22889144.7042575
"49","AL",1949,"parneme01",886,7.98,12444000,55.86,22756865.1936599
"50","NL",1998,"brownke01",771,8.57,59384000,59.99,22689584.3439601
"51","AL",1986,"higuete01",745,9.38,38956000,65.66,21920070.499077
"52","AL",1955,"piercbi02",617,6.96,16085000,48.72,19587703.3511898
"53","NL",1977,"reuscri01",756,9.46,33289000,66.22,18098652.5948394
"54","NL",1983,"dennyjo01",728,7.42,37663000,51.94,16849092.4819758
"55","NL",1974,"matlajo01",796,9.05,30208000,63.35,16644877.7086646
"56","NL",1884,"galvipu01",1909,20.48,4644000,143.36,15059827.9437196
"57","NL",1899,"willivi01",1028,10.34,5523000,72.38,14345789.2851562
"58","NL",1978,"niekrph01",1003,9.98,34316000,69.86,12374836.4147129
"59","AL",1956,"wynnea01",833,7.83,16784000,54.81,10901312.5071023
"60","AL",1943,"chandsp01",759,6.42,11568000,44.94,10700452.1473408
"61","NL",2007,"oswalro01",636,6.66,72551000,46.62,9089126.76023219
"62","AL",1927,"thomato02",923,8.32,9623000,58.24,7698701.11985561
"63","AL",1958,"laryfr01",781,6.67,18182000,46.69,7657477.67243679
"64","AL",1952,"shantbo01",839,8.83,13988000,61.81,7173038.59555181
"65","AL",1926,"uhlege01",955,8.85,9524000,61.95,6871990.45641302
"66","AL",2019,"minormi01",625,7.78,95819000,54.46,6534995.35950523
"67","AL",1975,"palmeji01",969,8.44,31235000,59.08,6168526.17935653
"68","NL",1933,"hubbeca01",926,8.9,10283000,62.3,5847647.42269437
"69","NL",2018,"degroja01",651,9.58,93638000,67.06,5231069.69394082
"70","NL",2015,"arrieja01",687,8.29,87095000,58.03,5011208.48788365
"71","NL",2017,"scherma01",602,7.18,91457000,50.26,4912333.98819486
"72","NL",1934,"deandi01",935,8.92,10404000,62.44,4891408.60469868
"73","AL",1941,"leeth01",901,8.6,11276000,60.2,4740305.14005512
"74","AL",1993,"appieke01",716,9.27,47694000,64.89,4586528.67439197
"75","AL",2013,"iwakuhi01",659,7.22,82733000,50.54,4411383.15663756
"76","AL",2007,"beckejo02",602,6.5,72551000,45.5,3999663.28718662
"77","NL",2001,"schilcu01",770,8.78,65273000,61.46,3958232.44423146
"78","NL",2010,"jimenub01",665,7.53,76190000,52.71,3887073.38256898
"79","NL",1993,"rijojo01",772,9.2,47694000,64.4,3854138.62271618
"80","AL",2012,"priceda01",633,6.63,80552000,46.41,3795179.22246152
"81","AL",1988,"gubicma01",809,7.74,39818000,54.18,3679408.78157497
"82","AL",2019,"lynnla01",625,7.61,95819000,53.27,3630239.1154656
"83","NL",2006,"webbbr01",705,7,71338000,49,3622407.61619263
"84","AL",1981,"blylebe01",478,5.58,36801000,39.06,3437070.95290261
"85","NL",2011,"leecl02",698,8.48,78371000,59.36,3401334.32728077
"86","AL",1959,"pascuca02",716,7.81,18881000,54.67,3371268.44990224
"87","NL",2005,"willido03",709,7.29,70125000,51.03,3369982.66988879
"88","NL",1982,"rogerst01",831,7.63,37232000,53.41,3358572.46433595
"89","AL",1988,"violafr01",766,7.7,39818000,53.9,3236712.99765875
"90","NL",1948,"brechha01",700,8.74,12298000,61.18,3001756.04979988
"91","NL",2006,"arroybr01",722,6.81,71338000,47.67,2984392.71914505
"92","AL",1962,"aguirha01",648,7.4,20884000,51.8,2979686.3308462
"93","NL",2017,"gonzagi01",603,6.49,91457000,45.43,2973481.08599088
"94","AL",1911,"walshed01",1106,9.16,8588000,64.12,2909653.36525997
"95","AL",1994,"coneda01",515,6.87,50032000,48.09,2814509.12206076
"96","NL",2014,"cuetojo01",731,6.78,84914000,47.46,2761469.50020397
"97","NL",2018,"freelky01",607,8.44,93638000,59.08,2719125.33426096
"98","AL",2010,"hernafe02",749,7.15,76190000,50.05,2632184.2471928
"99","AL",1978,"guidrro01",821,9.58,34316000,67.06,2630954.32903723
"100","NL",1961,"cardwdo01",778,6.08,20232000,42.56,2575694.82924496
"101","NL",2008,"dempsry01",620,6.88,73764000,48.16,2551454.82026133
"102","NL",2014,"hamelco01",614,6.64,84914000,46.48,2413287.68754145
"103","NL",2010,"johnsjo09",551,7,76190000,49,2318035.54584644
"104","AL",2001,"mussimi01",686,7.12,65273000,49.84,2268958.63876729
"105","NL",1960,"brogler01",679,7.09,19580000,49.63,2255084.91049106
"106","NL",2017,"strasst01",526,6.35,91457000,44.45,2239550.30789547
"107","AL",2003,"hudsoti01",720,7.45,67699000,52.15,2224214.81098914
"108","AL",1910,"fordru01",899,11.39,8550000,79.73,2193980.76662173
"109","AL",1990,"finlech01",708,7.69,40680000,53.83,2193468.11931658
"110","AL",2013,"salech01",643,6.53,82733000,45.71,2192672.53655954
"111","AL",1929,"hudliwi01",841,7.51,9821000,52.57,2180323.91123139
"112","AL",1998,"rogerke01",716,7.52,59384000,52.64,2133925.29947689
"113","AL",2019,"colege01",637,6.91,95819000,48.37,2123038.83850727
"114","NL",1989,"hershor01",770,6.98,40249000,48.86,2121876.88761324
"115","AL",1957,"sullifr01",722,6.35,17483000,44.45,2113830.79962757
"116","AL",1997,"pettian01",721,8.36,57046000,58.52,2104960.9232062
"117","NL",2003,"priorma01",634,7.41,67699000,51.87,2094601.39701902
"118","NL",1985,"tudorjo01",825,8.1,38525000,56.7,2075046.29778454
"119","AL",2012,"harrima01",640,5.82,80552000,40.74,2071635.56695226
"120","NL",1891,"hutchbi01",1683,10.07,5067000,70.49,2062183.90596995
"121","AL",1974,"perryga01",967,8.52,30208000,59.64,2047343.17792127
"122","NL",1999,"hamptmi01",717,6.68,61722000,46.76,2040631.03218988
"123","AL",2015,"keuchda01",696,6.69,87095000,46.83,2000684.74562548
"124","AL",1993,"langsma01",769,8.52,47694000,59.64,1997115.47248489
"125","AL",2018,"snellbl01",542,7.43,93638000,52.01,1987171.19522319
"126","AL",2011,"weaveje02",707,6.92,78371000,48.44,1976264.99172047
"127","AL",1980,"burnsbr01",714,6.97,36370000,48.79,1965889.17799124
"128","AL",2002,"lowede01",659,7.24,66486000,50.68,1962791.1116461
"129","AL",1979,"koosmje01",791,7.2,35343000,50.4,1960826.42329336
"130","AL",1904,"wadderu01",1149,10.65,6768000,74.55,1945935.24268428
"131","NL",2004,"sheetbe01",711,7.21,68912000,50.47,1908482.18081846
"132","AL",2007,"lackejo01",672,6.26,72551000,43.82,1904944.81802721
"133","AL",1975,"gossari01",425,8.2,31235000,57.4,1893500.04396265
"134","AL",2001,"maysjo01",701,6.61,65273000,46.27,1872738.99268309
"135","NL",1963,"ellswdi01",872,10.24,21536000,71.68,1859967.04343163
"136","AL",2006,"wangch01",654,6.05,71338000,42.35,1855062.4009883
"137","NL",2016,"roarkta01",630,5.6,89276000,39.2,1812013.65718931
"138","NL",1950,"blackew01",783,7.5,12590000,52.5,1777689.48521945
"139","NL",1881,"derbyge01",1484,8.72,4461000,61.04,1777406.39751006
"140","AL",1970,"mcdowsa01",915,8.29,26100000,58.03,1776735.44929838
"141","NL",1983,"sotoma01",821,6.77,37663000,47.39,1774801.01974092
"142","NL",2016,"lestejo01",608,5.58,89276000,39.06,1725001.55647217
"143","AL",1999,"radkebr01",656,6.57,61722000,45.99,1717813.3605099
"144","AL",1979,"eckerde01",740,7.15,35343000,50.05,1715857.53719392
"145","NL",1986,"scottmi03",826,8.37,38956000,58.59,1710332.57419245
"146","AL",1991,"abbotji01",729,7.56,43018000,52.92,1705788.0866655
"147","NL",1960,"drysddo01",807,7,19580000,49,1674711.38172541
"148","AL",1976,"bluevi01",895,7.61,32262000,53.27,1671231.4841186
"149","AL",2007,"vazquja01",650,6.22,72551000,43.54,1611561.94638575
"150","NL",1990,"whitsed01",686,6.97,40680000,48.79,1606919.00207168
"151","NL",2010,"wainwad01",691,6.15,76190000,43.05,1599501.99075172
"152","AL",2003,"loaizes01",679,7.18,67699000,50.26,1597257.28141338
"153","AL",2008,"danksjo01",585,6.38,73764000,44.66,1593961.78378522
"154","AL",1961,"kralija01",726,5.96,20232000,41.72,1584393.01043854
"155","AL",2002,"zitoba01",688,7.2,66486000,50.4,1580516.34833558
"156","NL",2013,"fernajo02",518,6.31,82733000,44.17,1559351.16110788
"157","NL",2009,"jurrjja01",645,6.53,74977000,45.71,1558776.01641545
"158","NL",1962,"purkebo01",865,7.25,20884000,50.75,1551423.48855156
"159","AL",1976,"tananfr01",865,7.5,32262000,52.5,1534111.16098621
"160","AL",1999,"moyerja01",684,6.5,61722000,45.5,1511888.13063795
"161","NL",1996,"smoltjo01",761,7.35,54708000,51.45,1510822.95340116
"162","AL",1984,"alexado01",785,6.1,38094000,42.7,1484876.56742271
"163","NL",2009,"harenda01",688,6.52,74977000,45.64,1483997.4319652
"164","AL",1968,"tiantlu01",775,8.49,24796000,59.43,1482997.02150068
"165","NL",2004,"schmija01",675,6.77,68912000,47.39,1481683.03344705
"166","AL",2019,"rodried05",610,5.97,95819000,41.79,1461553.08218489
"167","AL",2001,"buehrma01",664,6,65273000,42,1435916.36713432
"168","NL",1989,"hurstbr01",734,6.48,40249000,45.36,1409100.66929054
"169","NL",1969,"dierkla01",916,8.64,25448000,60.48,1406882.15333668
"170","AL",2012,"kurodhi01",659,5.27,80552000,36.89,1404585.72249588
"171","NL",2004,"zambrca01",629,6.65,68912000,46.55,1395406.51247753
"172","NL",1980,"suttodo01",637,6.25,36370000,43.75,1386422.34076107
"173","AL",1959,"wilheho01",678,7.61,18881000,53.27,1385838.43471921
"174","AL",1967,"merriji01",683,6.54,24144000,45.78,1375962.64182663
"175","NL",1971,"jenkife01",975,10.1,27127000,70.7,1373978.96389988
"176","AL",1978,"caldwmi01",880,8.2,34316000,57.4,1370673.79701649
"177","AL",1975,"hunteca01",984,8.06,31235000,56.42,1368704.87893827
"178","AL",2011,"romerri01",675,6.43,78371000,45.01,1368252.48110158
"179","NL",2019,"flaheja01",589,5.87,95819000,41.09,1332817.13266474
"180","NL",1981,"valenfe01",577,4.76,36801000,33.32,1329389.1154561
"181","AL",2007,"carmofa01",645,6.19,72551000,43.33,1322269.71315604
"182","NL",1947,"spahnwa01",869,9.43,12152000,66.01,1321529.14713493
"183","AL",2002,"colonba01",700,7.1,66486000,49.7,1294900.96918272
"184","NL",2009,"carpech01",578,6.48,74977000,45.36,1284518.29613877
"185","AL",2017,"carraca01",600,5.47,91457000,38.29,1272597.97718326
"186","AL",1956,"scorehe01",748,7.27,16784000,50.89,1267169.49234669
"187","NL",2007,"peavyja01",670,6.18,72551000,43.26,1255159.65289769
"188","AL",2016,"quintjo01",624,5.41,89276000,37.87,1243394.40063281
"189","AL",2018,"bauertr01",526,5.74,93638000,40.18,1217010.33164508
"190","NL",1886,"baldwla01",1461,10.75,4766000,75.25,1216618.77379898
"191","AL",2013,"sanchan01",546,6.02,82733000,42.14,1201006.68267038
"192","AL",1925,"pennohe01",831,6.55,9425000,45.85,1200396.21782356
"193","AL",1997,"thompju02",670,7.73,57046000,54.11,1197786.86308965
"194","AL",2015,"grayso01",624,5.27,87095000,36.89,1184681.33638053
"195","NL",1965,"malonji01",766,8.19,22840000,57.33,1179999.61662845
"196","NL",1948,"sainjo01",944,8.48,12298000,59.36,1179181.30888399
"197","NL",1981,"ryanno01",447,4.67,36801000,32.69,1178593.78678504
"198","NL",1982,"niekrjo01",810,6.76,37232000,47.32,1158469.01322112
"199","AL",1986,"eichhma01",471,7.25,38956000,50.75,1146098.37996042
"200","AL",1987,"keyji01",783,7.37,39387000,51.59,1144545.86089448
"201","NL",1954,"antonjo02",776,7.54,15386000,52.78,1144476.98101693
"202","NL",2016,"hendrky01",570,5.35,89276000,37.45,1123892.9097766
"203","NL",1998,"leiteal01",579,6.74,59384000,47.18,1119643.58760945
"204","NL",1969,"handsbi01",900,8.39,25448000,58.73,1116266.27251705
"205","AL",2017,"stromma01",603,5.31,91457000,37.17,1103354.0350042
"206","AL",2017,"severlu01",580,5.3,91457000,37.1,1095782.86160384
"207","NL",1999,"millwke01",684,6.16,61722000,43.12,1090316.97001421
"208","AL",1973,"hillejo01",376,7.86,29181000,55.02,1072856.33040859
"209","AL",2010,"buchhcl01",521,5.63,76190000,39.41,1060366.48068156
"210","NL",2019,"sorokmi01",524,5.67,95819000,39.69,1057078.90437408
"211","AL",2011,"shielja02",748,5.77,78371000,40.39,1055778.25803952
"212","AL",1991,"candito01",714,7.05,43018000,49.35,1054181.638112
"213","AL",1980,"gurala01",850,5.98,36370000,41.86,1048366.63933039
"214","NL",2015,"bumgama01",655,5.13,87095000,35.91,1035016.08264846
"215","AL",1996,"guzmaju01",563,6.73,54708000,47.11,1032774.80592222
"216","AL",1983,"quiseda01",417,5.48,37663000,38.36,1030149.98914931
"217","AL",1968,"mclaide01",1008,7.42,24796000,51.94,1027017.96959141
"218","NL",1962,"farretu01",725,7,20884000,49,1026274.22022704
"219","NL",2016,"martica04",586,5.3,89276000,37.1,1025867.68287602
"220","AL",1937,"gomezle01",835,9.21,10767000,64.47,1019963.47670801
"221","AL",2018,"clevimi01",600,5.19,93638000,36.33,1016849.26894886
"222","NL",2019,"corbipa01",606,5.65,95819000,39.55,1014247.37711629
"223","NL",1992,"tewksbo01",699,6.39,45356000,44.73,1012966.81355167
"224","AL",2001,"muldema01",688,5.62,65273000,39.34,1003399.22693321
"225","NL",1987,"welchbo01",755,7.1,39387000,49.7,999134.917576678
"226","NL",1958,"jonessa02",750,6.25,18182000,43.75,997261.943449519
"227","NL",2004,"perezol01",588,5.72,68912000,40.04,994603.857299642
"228","NL",2003,"hernali01",700,6.35,67699000,44.45,985374.451144524
"229","NL",2013,"chacijh01",592,5.68,82733000,39.76,983190.21610372
"230","AL",2008,"harderi01",444,5.9,73764000,41.3,962444.638143528
"231","AL",1995,"martide01",561,5.69,52370000,39.83,962100.482429206
"232","NL",1967,"nolanga01",680,6.27,24144000,43.89,960261.504849381
"233","NL",1976,"montejo01",760,6.89,32262000,48.23,957160.309004985
"234","NL",1986,"rhoderi01",761,6.63,38956000,46.41,951713.167679656
"235","NL",2000,"bensokr01",653,5.08,64060000,35.56,951590.617044246
"236","NL",1999,"astacpe01",696,5.87,61722000,41.09,929707.144080433
"237","NL",2007,"haranaa01",695,6,72551000,42,928402.56160465
"238","NL",1959,"jacksla01",768,7.33,18881000,51.31,927033.238206046
"239","AL",2017,"santaer01",634,4.77,91457000,33.39,925473.549251518
"240","AL",2016,"fulmemi01",477,5.25,89276000,36.75,924702.151516074
"241","AL",1991,"tapanke01",732,6.79,43018000,47.53,919207.435015347
"242","NL",2015,"harvema01",568,4.8,87095000,33.6,914463.447749227
"243","AL",2019,"giolilu01",530,5.61,95819000,39.27,913336.729709163
"244","NL",2004,"kennejo04",487,5.62,68912000,39.34,912516.007042757
"245","AL",1990,"boddimi01",684,5.9,40680000,41.3,908364.793690825
"246","NL",1905,"youngir01",1134,9.31,7065000,65.17,907446.661864737
"247","NL",2014,"zimmejo02",599,4.79,84914000,33.53,901273.216650221
"248","AL",1996,"hillke01",752,6.59,54708000,46.13,899513.207710769
"249","AL",2016,"tanakma01",599,5.23,89276000,36.61,894927.544379341
"250","AL",2011,"fistedo01",649,5.09,78371000,35.63,893886.445286633
"251","AL",2013,"darviyu01",629,5.56,82733000,38.92,888634.412601452
"252","AL",1981,"mccatst01",557,4.49,36801000,31.43,877304.975968108
"253","NL",2007,"pennybr01",624,5.95,72551000,41.65,875664.265221827
"254","NL",1909,"brownmo01",1028,9.54,8253000,66.78,867045.961262548
"255","AL",1979,"kernji01",429,6.1,35343000,42.7,863953.542600323
"256","NL",1982,"andujjo01",797,5.78,37232000,40.46,854880.388117905
"257","AL",1996,"nagych01",666,6.55,54708000,45.85,853171.86524522
"258","NL",2001,"millewa04",636,5.28,65273000,36.96,842696.354930856
"259","NL",2009,"cainma01",653,6.13,74977000,42.91,835921.675777605
"260","NL",2017,"rayro02",486,4.68,91457000,32.76,833208.040944274
"261","NL",2018,"taillja01",573,4.7,93638000,32.9,832629.110788896
"262","NL",2003,"woodke02",633,6.14,67699000,42.98,832411.236128418
"263","AL",1949,"truckvi01",825,6.94,12444000,48.58,827020.573405916
"264","AL",2011,"wilsocj01",670,4.9,78371000,34.3,823373.849656505
"265","AL",1985,"leibrch01",713,6.59,38525000,46.13,815581.243759614
"266","AL",1972,"lolicmi01",982,7.4,28154000,51.8,815301.096343335
"267","AL",1978,"goltzda01",661,6.58,34316000,46.06,814555.049829135
"268","NL",1925,"rixeyep01",862,6.46,9425000,45.22,814401.258281177
"269","AL",1999,"garcifr02",604,5.36,61722000,37.52,811222.393102796
"270","AL",1986,"wittmi01",807,6.06,38956000,42.42,806440.437019684
"271","AL",2016,"sanchaa01",576,5.1,89276000,35.7,804651.341958901
"272","AL",1975,"kaatji01",911,7.71,31235000,53.97,803150.935371276
"273","NL",1955,"frienbo01",601,5.99,16085000,41.93,801067.524704439
"274","NL",2011,"kenneia01",666,4.84,78371000,33.88,800972.977920262
"275","AL",1995,"wellsda01",609,5.38,52370000,37.66,798745.000923591
"276","NL",2018,"marquge01",588,4.66,93638000,32.62,798161.469057632
"277","AL",1980,"norrimi01",853,5.86,36370000,41.02,796587.827275424
"278","NL",1992,"fernasi01",644,6.07,45356000,42.49,789112.00528731
"279","AL",1918,"covelst01",933,9.65,8854000,67.55,786887.461642634
"280","AL",2008,"matsuda01",503,5.38,73764000,37.66,785884.964085836
"281","AL",2007,"kazmisc01",620,5.82,72551000,40.74,782716.640744564
"282","AL",1982,"sutclri01",648,5.66,37232000,39.62,781790.745108088
"283","AL",1988,"swindgr01",726,5.92,39818000,41.44,776526.98557403
"284","AL",2017,"cashnan01",500,4.57,91457000,31.99,759722.221607763
"285","NL",1926,"carlsha01",802,8.28,9524000,57.96,759573.344480665
"286","AL",1935,"ferrewe01",967,8.15,10525000,57.05,759228.038661132
"287","AL",2002,"byrdpa01",685,5.58,66486000,39.06,758029.648518639
"288","AL",1996,"fernaal01",774,6.4,54708000,44.8,756999.384179358
"289","AL",1942,"hughste01",844,6.19,11422000,43.33,741812.271002191
"290","NL",2000,"parkch01",678,4.9,64060000,34.3,736937.131241939
"291","AL",2007,"bedarer01",546,5.72,72551000,40.04,736229.440103157
"292","NL",2019,"ryuhy01",548,5.07,95819000,35.49,736152.90229912
"293","AL",1983,"mcgresc01",780,5.3,37663000,37.1,735714.941634152
"294","NL",2016,"syndeno01",551,5.01,89276000,35.07,734151.129905416
"295","NL",1994,"jacksda02",538,4.72,50032000,33.04,733404.189330814
"296","AL",2019,"mortoch02",584,5.06,95819000,35.42,732150.785979387
"297","NL",1967,"shortch02",598,6.19,24144000,43.33,731474.309510123
"298","AL",1979,"morrija02",593,5.82,35343000,40.74,721852.780584502
"299","AL",2014,"hugheph01",629,4.53,84914000,31.71,719914.178722301
"300","NL",2012,"medlekr01",414,4.36,80552000,30.52,719356.891223029
"301","AL",1984,"beattji01",633,5.13,38094000,35.91,713621.327923854
"302","AL",1940,"newsobo01",792,7.37,11130000,51.59,713578.521057555
"303","NL",2004,"pavanca01",667,5.27,68912000,36.89,710393.358770455
"304","AL",1964,"fordwh01",734,6.69,22188000,46.83,709564.084482553
"305","AL",1950,"garvene01",780,7.28,12590000,50.96,706123.465385788
"306","NL",1934,"daviscu01",823,8.49,10404000,59.43,701997.529946834
"307","NL",1945,"roepr01",705,7.28,11860000,50.96,698317.301322426
"308","AL",1995,"wakefti01",586,5,52370000,35,689893.911485689
"309","NL",1967,"abernte02",319,6.17,24144000,43.19,684154.737018518
"310","AL",2019,"biebesh01",643,4.95,95819000,34.65,683851.573381953
"311","NL",1923,"ringji01",913,7.97,9227000,55.79,676753.584545006
"312","NL",2017,"godleza01",465,4.2,91457000,29.4,671939.303007081
"313","AL",1993,"darwida01",688,5.69,47694000,39.83,670241.806462486
"314","NL",1975,"jonesra01",855,7.54,31235000,52.78,668605.041348924
"315","AL",1911,"greggve01",734,8.83,8588000,61.81,665779.632609248
"316","AL",1945,"pottene01",766,7.15,11860000,50.05,661245.641703242
"317","AL",2018,"treinbl01",241,4.24,93638000,29.68,660984.65865152
"318","NL",1939,"waltebu01",957,8.2,11009000,57.4,660324.306607661
"319","NL",1977,"candejo01",692,7.36,33289000,51.52,656455.219307735
"320","NL",1996,"neaglde01",664,6.02,54708000,42.14,655984.568064567
"321","AL",2006,"papeljo01",205,5.02,71338000,35.14,655927.079691864
"322","NL",1995,"ashbyan01",578,4.92,52370000,34.44,655855.147226012
"323","AL",1904,"chesbja01",1364,10.37,6768000,72.59,654639.442159094
"324","AL",2003,"mayda02",630,5.94,67699000,41.58,652613.839925833
"325","NL",2001,"kileda01",682,4.89,65273000,34.23,651372.994828231
"326","AL",2015,"archech01",636,4.13,87095000,28.91,649368.350915177
"327","AL",1985,"houghch01",751,6.31,38525000,44.17,649093.429478618
"328","NL",1957,"podrejo01",588,5.77,17483000,40.39,645509.238793868
"329","NL",2019,"castilu02",572,4.72,95819000,33.04,643970.515268957
"330","NL",2006,"jennija01",636,5.01,71338000,35.07,643835.099874532
"331","AL",1981,"fingero01",234,4.21,36801000,29.47,641951.43336337
"332","AL",1906,"orthal01",1016,7.83,7362000,54.81,641673.622081283
"333","AL",1985,"mooremi01",741,6.3,38525000,44.1,641315.50804218
"334","AL",1954,"gromest01",758,5.64,15386000,39.48,639251.594304483
"335","AL",1999,"halamjo01",537,4.77,61722000,33.39,639187.705500522
"336","NL",2013,"woodtr01",600,4.4,82733000,30.8,638107.860444199
"337","NL",2017,"anderch01",424,4.16,91457000,29.12,634065.781029187
"338","AL",1992,"perezme01",743,5.91,45356000,41.37,632615.450936476
"339","NL",1951,"maglisa01",894,6.64,13289000,46.48,631967.153158841
"340","NL",1959,"lawve01",798,6.53,18881000,45.71,627904.638652564
"341","NL",2001,"burkejo03",658,4.83,65273000,33.81,626862.086296339
"342","AL",2004,"dresery01",623,4.94,68912000,34.58,626410.734098621
"343","NL",2004,"davisdo02",622,4.94,68912000,34.58,625969.275770321
"344","AL",2011,"hellije01",567,4.27,78371000,29.89,625506.38256354
"345","NL",1998,"cordofr01",661,5.46,59384000,38.22,621604.379251174
"346","NL",1978,"kneppbo01",780,6.29,34316000,44.03,620651.818010424
"347","NL",1970,"holtzke01",863,6.4,26100000,44.8,617413.938127285
"348","AL",1980,"corbedo01",409,5.69,36370000,39.83,615679.664441016
"349","AL",1968,"bahnsst01",802,6.39,24796000,44.73,613161.345961875
"350","NL",1938,"derripa01",921,5.45,10888000,38.15,613109.663593947
"351","NL",1984,"penaal01",598,4.99,38094000,34.93,612788.45698105
"352","NL",1994,"freemma02",338,4.54,50032000,31.78,611417.530098548
"353","NL",1960,"mcdanli01",349,5.94,19580000,41.58,611398.096689161
"354","NL",2005,"pattejo02",595,4.78,70125000,33.46,608773.531177285
"355","NL",1898,"griffcl01",977,10.66,5466000,74.62,608475.444357508
"356","NL",1932,"warnelo01",831,6.91,10162000,48.37,607594.102302883
"357","AL",2011,"masteju01",648,4.25,78371000,29.75,604601.897824257
"358","NL",2014,"alvarhe01",561,4.38,84914000,30.66,603595.050697166
"359","NL",1983,"mcmurcr01",674,5.2,37663000,36.4,603057.318554602
"360","AL",2019,"meansjo01",465,4.49,95819000,31.43,602932.137320161
"361","NL",1982,"mintogr01",369,5.36,37232000,37.52,602725.595188207
"362","NL",2018,"mikolmi01",602,4.07,93638000,28.49,602613.221173162
"363","AL",2008,"mechegi01",631,4.91,73764000,34.37,599223.702472562
"364","NL",1981,"reussje01",458,4.14,36801000,28.98,598348.311679973
"365","NL",1931,"bengera01",741,6.21,10041000,43.47,596982.239049857
"366","NL",1953,"haddiha01",759,6.39,14687000,44.73,596834.263291392
"367","NL",2016,"teherju01",564,4.78,89276000,33.46,595964.810408605
"368","NL",2010,"myersbr01",671,4.91,76190000,34.37,594062.403618175
"369","AL",1924,"ehmkeho01",945,8.24,9326000,57.68,593976.015946522
"370","NL",2019,"grayjo02",450,4.46,95819000,31.22,593770.898691183
"371","AL",2016,"porceri01",669,4.77,89276000,33.39,590476.952007984
"372","AL",2014,"richaga01",506,4.36,84914000,30.52,590065.392560532
"373","NL",1971,"roberda05",809,7.51,27127000,52.57,589420.209442428
"374","AL",1914,"leonadu01",674,9.42,8702000,65.94,588599.059105057
