"","lgID","yearID","playerID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"7374","AL",1954,"raethha01",6,0.02,15386000,0.14,22066.0189167188
"7375","AL",1967,"turneke01",52,-0.15,24144000,-1.05,22064.241204293
"7376","NL",1928,"faulkji01",352,0.33,9722000,2.31,22056.5042589794
"7377","AL",1970,"colsolo01",6,-0.01,26100000,-0.07,22053.4664507227
"7378","AL",1968,"jonesst01",32,-0.37,24796000,-2.59,22052.8254286824
"7379","AL",1959,"proctji01",8,-0.18,18881000,-1.26,22048.9876658955
"7380","AL",1908,"carteni01",182,0.58,7956000,4.06,22044.774507133
"7381","NL",1924,"stonear01",192,0.52,9326000,3.64,22043.587872233
"7382","AL",1956,"werlege01",3,-0.02,16784000,-0.14,22038.0690913336
"7383","AL",1945,"muellle01",404,0.3,11860000,2.1,22037.243701845
"7384","AL",1937,"vancejo01",45,0.5,10767000,3.5,22033.4711169778
"7385","NL",1974,"sadowji01",27,-0.32,30208000,-2.24,22016.4746211056
"7386","NL",1936,"burkael01",23,0.32,10646000,2.24,22012.7545727228
"7387","NL",1971,"munizma01",31,-0.21,27127000,-1.47,22008.975458779
"7388","NL",1920,"pieroal01",75,0.49,8930000,3.43,21997.8283575371
"7389","NL",1946,"gratedo01",24,0.38,12006000,2.66,21987.849623379
"7390","AL",1951,"evansbi02",46,0.16,13289000,1.12,21974.7582071633
"7391","AL",1954,"wheatle01",85,0.01,15386000,0.07,21931.356270786
"7392","AL",1987,"ciardma01",49,-0.48,39387000,-3.36,21922.9522065927
"7393","NL",1944,"fickjo01",16,0.1,11714000,0.7,21922.7428718006
"7394","NL",1952,"ruthejo01",292,0.05,13988000,0.35,21919.0603629165
"7395","AL",1969,"fuentmi01",78,-0.06,25448000,-0.42,21917.2675922326
"7396","NL",1967,"duffijo01",29,-0.16,24144000,-1.12,21893.8598805932
"7397","NL",1986,"haywara01",30,-0.55,38956000,-3.85,21893.0708404445
"7398","NL",1951,"konikal01",12,0.15,13289000,1.05,21889.4051964251
"7399","NL",1901,"swormle01",78,0.91,5877000,6.37,21882.5494118394
"7400","AL",1967,"perkice01",15,-0.18,24144000,-1.26,21876.9292398589
"7401","NL",1899,"gingbi01",24,0.45,5523000,3.15,21873.3797702432
"7402","AL",1955,"froatbi01",6,0.07,16085000,0.49,21835.4121493317
"7403","AL",1956,"bradfbi01",6,-0.04,16784000,-0.28,21832.2604197688
"7404","NL",1932,"bolenst01",48,0.43,10162000,3.01,21829.9521176522
"7405","NL",1914,"stranpa01",167,0.53,8702000,3.71,21820.9569807557
"7406","NL",1913,"luhrswi01",87,0.49,8664000,3.43,21818.530113464
"7407","AL",1965,"campabe01",3,-0.05,22840000,-0.35,21813.1994831026
"7408","AL",1945,"gerkist01",306,0.28,11860000,1.96,21809.732661855
"7409","NL",1895,"mcfarmo01",42,0.18,5295000,1.26,21809.0027343957
"7410","AL",1938,"stinele01",26,0.35,10888000,2.45,21807.4935700347
"7411","AL",1930,"mooreca01",35,0.44,9920000,3.08,21806.6981104459
"7412","AL",1966,"craigpe01",6,-0.08,23492000,-0.56,21805.6094288835
"7413","AL",1916,"lambeot01",222,0.51,8778000,3.57,21803.6517311355
"7414","NL",1960,"goetzjo01",19,-0.27,19580000,-1.89,21782.2565929375
"7415","AL",1936,"kimbeha01",60,0.3,10646000,2.1,21775.8489196532
"7416","AL",1953,"mackijo01",4,0.1,14687000,0.7,21770.1729228671
"7417","AL",1955,"trimbjo01",6,0.07,16085000,0.49,21767.0412961379
"7418","AL",1917,"jonesde01",231,0.5,8816000,3.5,21758.2699363014
"7419","NL",1915,"lamlifr01",57,0.65,8740000,4.55,21749.0080969613
"7420","AL",1975,"currela01",56,-0.47,31235000,-3.29,21743.9103006082
"7421","NL",1938,"epperal01",81,0.35,10888000,2.45,21737.6670646328
"7422","NL",1910,"burkebi02",194,0.64,8550000,4.48,21728.0163292702
"7423","AL",1965,"joycedi01",39,-0.06,22840000,-0.42,21713.4878176268
"7424","NL",1963,"yellela01",15,-0.14,21536000,-0.98,21707.6071271152
"7425","AL",1928,"griffma01",113,0.32,9722000,2.24,21706.9451842432
"7426","NL",1950,"avreaja01",16,0.12,12590000,0.84,21706.0386604801
"7427","NL",1948,"portoal01",12,0.18,12298000,1.26,21705.7825642306
"7428","NL",1909,"higgiir01",269,0.66,8253000,4.62,21697.671608569
"7429","NL",1943,"sewarfr01",27,0.24,11568000,1.68,21687.4161736992
"7430","NL",1890,"daniepe01",84,-0.45,5010000,-3.15,21672.5240518013
"7431","NL",1912,"warneed01",135,0.41,8626000,2.87,21664.5456736963
"7432","NL",1883,"haganar01",456,-2.03,4583000,-14.21,21645.6800512574
"7433","AL",1949,"buxtora01",80,0.16,12444000,1.12,21640.204624048
"7434","AL",1990,"campbji03",29,-0.28,40680000,-1.96,21631.815126106
"7435","NL",1975,"prallwi01",44,-0.47,31235000,-3.29,21631.0582275093
"7436","AL",1958,"geigega01",6,-0.05,18182000,-0.35,21630.7472176516
"7437","NL",1951,"estocge01",181,0.13,13289000,0.91,21623.5320448965
"7438","AL",1959,"bambege01",25,-0.21,18881000,-1.47,21615.9093961089
"7439","NL",1972,"rauchbo01",81,-0.28,28154000,-1.96,21613.591160605
"7440","NL",1964,"lockero01",124,-0.06,22188000,-0.42,21592.9538536543
"7441","AL",1962,"maclebi01",5,-0.02,20884000,-0.14,21591.6269522885
"7442","AL",1919,"schacal01",45,0.36,8892000,2.52,21591.0143120338
"7443","NL",1888,"greenjo01",27,-0.33,4888000,-2.31,21589.2479006454
"7444","NL",1993,"fredrsc01",87,-0.5,47694000,-3.5,21587.3901363375
"7445","NL",1898,"batesfr01",87,0.3,5466000,2.1,21579.4734601879
"7446","AL",1980,"twittje01",67,-0.62,36370000,-4.34,21575.476005421
"7447","AL",1926,"thomamy01",421,0.52,9524000,3.64,21575.3856964154
"7448","AL",1992,"johnsje02",158,-1.25,45356000,-8.75,21571.6126164439
"7449","NL",1889,"hatfigi01",156,-0.34,4949000,-2.38,21570.5579006706
"7450","NL",1956,"piktuge01",15,-0.04,16784000,-0.28,21570.2821189684
"7451","NL",1944,"macphha01",3,0.07,11714000,0.49,21569.9738083756
"7452","AL",1948,"dealco01",12,0.17,12298000,1.19,21560.9287071976
"7453","NL",1885,"seradbi01",724,-0.41,4705000,-2.87,21556.5185006531
"7454","AL",1924,"martijo02",377,0.44,9326000,3.08,21551.3017309239
"7455","NL",1895,"holmedu01",42,0.15,5295000,1.05,21545.4180631721
"7456","AL",1908,"catesel01",341,0.55,7956000,3.85,21534.274317172
"7457","AL",1929,"stielfr01",27,0.39,9821000,2.73,21532.9618705836
"7458","NL",1972,"durhado01",143,-0.28,28154000,-1.96,21531.953421091
"7459","AL",1911,"hovlijo01",141,0.59,8588000,4.13,21529.9701709406
"7460","NL",1894,"jordaha01",27,0.11,5238000,0.77,21529.1451962314
"7461","AL",1905,"harrijo02",69,0.68,7065000,4.76,21525.0224526377
"7462","AL",1934,"devench01",33,0.4,10404000,2.8,21522.1345792808
"7463","NL",1959,"snydege02",79,-0.2,18881000,-1.4,21521.2319953282
"7464","NL",1955,"amorvi01",18,0.06,16085000,0.42,21517.6325285476
"7465","NL",1891,"shearjo01",138,-0.32,5067000,-2.24,21513.2176132764
"7466","AL",1928,"yerkeca01",26,0.31,9722000,2.17,21502.1776516794
"7467","AL",1960,"thomaca01",29,-0.3,19580000,-2.1,21497.1252429932
"7468","AL",1971,"leyte01",27,-0.25,27127000,-1.75,21492.9323691711
"7469","AL",1961,"kirkbi01",9,-0.16,20232000,-1.12,21490.9277433885
"7470","AL",1952,"matarle01",3,0.04,13988000,0.28,21489.3175189707
"7471","NL",1968,"jamesje01",348,-0.45,24796000,-3.15,21474.761933339
"7472","AL",1904,"jacobbe01",761,0.81,6768000,5.67,21471.5619801128
"7473","AL",1932,"mcafebi01",124,0.39,10162000,2.73,21468.5536512122
"7474","AL",1950,"weikdi01",210,0.11,12590000,0.77,21458.1866042469
"7475","NL",1979,"wilsoga02",22,-0.48,35343000,-3.36,21454.4292292727
"7476","NL",1886,"baueral01",86,-0.53,4766000,-3.71,21451.6179767917
"7477","NL",1958,"wieante01",6,-0.05,18182000,-0.35,21449.2143780848
"7478","NL",1934,"wistewh01",24,0.4,10404000,2.8,21447.8212114903
"7479","AL",1911,"hawked01",113,0.58,8588000,4.06,21446.987950276
"7480","AL",1925,"yowelca01",109,0.52,9425000,3.64,21435.171341908
"7481","NL",1948,"koechdi01",18,0.17,12298000,1.19,21431.2429157185
"7482","NL",1940,"joinero01",159,0.41,11130000,2.87,21426.6597516164
"7483","NL",1896,"whitrbi01",27,0.19,5352000,1.33,21426.0428282987
"7484","NL",1988,"sierrca01",83,-0.46,39818000,-3.22,21419.6775854885
"7485","AL",1915,"morribi01",60,0.62,8740000,4.34,21419.3839779559
"7486","NL",1903,"thatcgr01",84,0.55,6471000,3.85,21409.0185733201
"7487","AL",1961,"bouldca01",10,-0.18,20232000,-1.26,21403.3353476346
"7488","NL",1888,"borchge01",201,-0.35,4888000,-2.45,21397.8818146002
"7489","NL",1918,"georgle01",163,0.53,8854000,3.71,21391.5495329862
"7490","AL",1950,"atkinja01",14,0.11,12590000,0.77,21390.5679583483
"7491","AL",1969,"jarvira01",301,-0.1,25448000,-0.7,21389.9762799379
"7492","NL",1887,"sowdejo01",9,-0.4,4827000,-2.8,21380.76476128
"7493","AL",1957,"daniech02",7,-0.06,17483000,-0.42,21379.4723530076
"7494","NL",1884,"radfopa01",39,-0.62,4644000,-4.34,21379.45469295
"7495","AL",1968,"adamsmi01",23,-0.49,24796000,-3.43,21378.1134536947
"7496","AL",1914,"jamesle01",152,0.47,8702000,3.29,21363.9092233296
"7497","AL",1922,"mackfr01",103,0.39,9128000,2.73,21354.6605344044
"7498","AL",1944,"abernte01",9,0.06,11714000,0.42,21343.1627503825
"7499","AL",1975,"hockech01",123,-0.51,31235000,-3.57,21338.1217322689
"7500","AL",1972,"strambo01",14,-0.29,28154000,-2.03,21336.1270234814
"7501","NL",1963,"bakerto02",54,-0.19,21536000,-1.33,21331.7215691522
"7502","NL",1919,"bailesw01",214,0.34,8892000,2.38,21321.450179215
"7503","AL",1946,"stancch01",223,0.35,12006000,2.45,21320.4577619709
"7504","AL",1915,"shermjo01",45,0.6,8740000,4.2,21312.1215434975
"7505","AL",1945,"johnsvi01",256,0.27,11860000,1.89,21309.9416233627
"7506","AL",1916,"naborja01",638,0.48,8778000,3.36,21302.3497768495
"7507","AL",1966,"lopezra01",21,-0.12,23492000,-0.84,21302.197554513
"7508","AL",1965,"wantzdi01",3,-0.08,22840000,-0.56,21286.703513015
"7509","NL",1995,"murrama01",42,-0.75,52370000,-5.25,21273.1768195929
"7510","AL",1908,"wilsope01",119,0.54,7956000,3.78,21263.7234132303
"7511","NL",1953,"moisabi01",15,0.06,14687000,0.42,21252.375787216
"7512","NL",1990,"dicksla01",41,-0.31,40680000,-2.17,21248.7181781532
"7513","NL",1955,"bellbi01",3,0.05,16085000,0.35,21248.603964399
"7514","AL",1989,"sanchal02",35,-0.58,40249000,-4.06,21248.6007193056
"7515","NL",1945,"whitcbo01",47,0.27,11860000,1.89,21246.5932229318
"7516","NL",1891,"brynato01",3,-0.31,5067000,-2.17,21246.5418787641
"7517","NL",1962,"brancha01",15,-0.04,20884000,-0.28,21232.1897511116
"7518","NL",1944,"millewh01",15,0.05,11714000,0.35,21222.2555336805
"7519","NL",1976,"dupremi01",47,-1.01,32262000,-7.07,21218.5031541195
"7520","NL",1984,"corneje01",115,-0.92,38094000,-6.44,21207.5222749946
"7521","NL",1883,"colemjo01",1615,-1.93,4583000,-13.51,21201.2281001842
"7522","NL",1928,"littlca01",96,0.29,9722000,2.03,21183.7949079667
"7523","NL",1899,"mcfarda01",653,0.39,5523000,2.73,21183.564164903
"7524","NL",1939,"callajo01",52,0.34,11009000,2.38,21181.9597823397
"7525","AL",1943,"adkinde01",31,0.22,11568000,1.54,21181.526035553
"7526","AL",1908,"flateja01",118,0.54,7956000,3.78,21180.0578652794
"7527","NL",1951,"vargaan01",9,0.07,13289000,0.49,21179.9392653018
"7528","AL",1964,"suklaed01",8,-0.07,22188000,-0.49,21176.3209211392
"7529","AL",1926,"beallwa01",245,0.47,9524000,3.29,21167.4064642892
"7530","AL",1955,"wilsobi02",3,0.04,16085000,0.28,21161.0309266082
"7531","NL",1968,"gilsoha01",76,-0.49,24796000,-3.43,21158.1848728027
"7532","NL",1890,"daybi01",221,-0.49,5010000,-3.43,21154.580513582
"7533","NL",1944,"osgooch01",9,0.05,11714000,0.35,21153.0576308103
"7534","NL",1904,"mcginji01",81,0.78,6768000,5.46,21151.0603075882
"7535","NL",1909,"brandch01",122,0.55,8253000,3.85,21142.9139841115
"7536","AL",1916,"cunnige01",451,0.47,8778000,3.29,21133.2319705128
"7537","NL",1912,"baderlo01",30,0.36,8626000,2.52,21127.6764589479
"7538","NL",1929,"gudatma01",80,0.36,9821000,2.52,21095.0002188227
"7539","NL",1956,"rossbo01",10,-0.06,16784000,-0.42,21092.4056338525
"7540","NL",1975,"carroto02",141,-0.56,31235000,-3.92,21087.7280706632
"7541","AL",1923,"wolfech01",29,0.37,9227000,2.59,21085.3700684654
"7542","NL",1930,"campbar01",175,0.35,9920000,2.45,21084.2276236378
"7543","NL",1957,"valdere01",39,-0.08,17483000,-0.56,21076.3120009642
"7544","NL",1884,"millecy01",131,-0.69,4644000,-4.83,21063.5803902087
"7545","NL",1906,"druhoca01",466,0.69,7362000,4.83,21056.862226647
"7546","AL",1953,"tricebo01",69,0.03,14687000,0.21,21049.0951840764
"7547","NL",1938,"harrera01",189,0.24,10888000,1.68,21020.5978629422
"7548","NL",1944,"shumaha01",80,0.05,11714000,0.35,21016.48085103
"7549","AL",1977,"cheveto01",24,-0.61,33289000,-4.27,21010.7949406318
"7550","NL",1945,"bosseme01",49,0.24,11860000,1.68,20990.2620770153
"7551","AL",1911,"browncu01",69,0.53,8588000,3.71,20986.1095949653
"7552","NL",1898,"gettich01",345,0.27,5466000,1.89,20984.2596370942
"7553","NL",1943,"eyricge01",56,0.21,11568000,1.47,20972.1816514056
"7554","NL",1900,"stimmar01",39,-0.16,5580000,-1.12,20966.4719063337
"7555","AL",1968,"haywobi01",70,-0.51,24796000,-3.57,20964.469207383
"7556","AL",1953,"hudsoha01",2,0.03,14687000,0.21,20958.8780651596
"7557","NL",1936,"bakerto01",263,0.27,10646000,1.89,20958.7456710249
"7558","AL",1983,"callabe01",28,-0.93,37663000,-6.51,20945.4954502593
"7559","NL",1958,"perezge01",25,-0.06,18182000,-0.42,20938.5121382372
"7560","NL",1926,"hearnbu02",352,0.45,9524000,3.15,20924.89288179
"7561","NL",1916,"evansbi01",189,0.45,8778000,3.15,20919.5241178506
"7562","AL",1990,"adkinst01",72,-0.34,40680000,-2.38,20916.8817941202
"7563","NL",1969,"darwibo01",11,-0.11,25448000,-0.77,20916.036883236
"7564","NL",1930,"morrebi01",24,0.34,9920000,2.38,20895.6155711671
"7565","AL",1963,"willido02",13,-0.2,21536000,-1.4,20893.9398786033
"7566","NL",1918,"comstra01",246,0.44,8854000,3.08,20890.7939965717
"7567","NL",1948,"posselo01",44,0.15,12298000,1.05,20877.0939374964
"7568","AL",1962,"willido01",12,-0.06,20884000,-0.42,20871.5327719013
"7569","NL",1970,"colpadi01",32,-0.09,26100000,-0.63,20867.789637276
"7570","AL",1949,"robinja03",12,0.1,12444000,0.7,20865.0384543626
"7571","AL",1920,"bogarjo01",71,0.33,8930000,2.31,20849.7258455475
"7572","NL",1892,"stephbe01",108,0.23,5124000,1.61,20845.8012990933
"7573","AL",1956,"hostge01",14,-0.11,16784000,-0.77,20840.1553210438
"7574","AL",1993,"tsamige01",205,-0.66,47694000,-4.62,20840.0622210679
"7575","NL",1896,"gilrojo01",6,0.15,5352000,1.05,20839.9124533289
"7576","NL",1925,"piercra01",270,0.4,9425000,2.8,20839.0578212901
"7577","AL",1951,"hisneha01",18,0.06,13289000,0.42,20834.2506856573
"7578","AL",1989,"hetzeer01",151,-0.64,40249000,-4.48,20832.1143981506
"7579","NL",1910,"steelbi01",217,0.53,8550000,3.71,20827.3157626213
"7580","NL",1925,"cullobu01",63,0.39,9425000,2.73,20826.046973947
"7581","AL",1935,"bowerst01",71,0.28,10525000,1.96,20825.8500366994
"7582","AL",1940,"anderre01",42,0.31,11130000,2.17,20822.6238527531
"7583","NL",1903,"veilbu01",212,0.53,6471000,3.71,20820.4849119908
"7584","NL",1990,"valdera01",17,-0.35,40680000,-2.45,20817.16221896
"7585","AL",1988,"trautjo01",48,-0.61,39818000,-4.27,20813.4966896833
"7586","NL",1897,"mcallsp01",84,0.25,5409000,1.75,20812.9946980547
"7587","NL",1936,"moorede01",21,0.26,10646000,1.82,20795.8309595312
"7588","AL",1908,"fosteed01",63,0.48,7956000,3.36,20793.196914328
"7589","AL",1970,"millsdi01",11,-0.1,26100000,-0.7,20791.662440405
"7590","NL",1950,"mallema01",4,0.09,12590000,0.63,20788.2806094829
"7591","NL",1887,"swababi01",48,-0.56,4827000,-3.92,20786.0373293991
"7592","AL",1932,"evansar01",54,0.32,10162000,2.24,20777.7959374987
"7593","NL",1929,"lucasra01",24,0.35,9821000,2.45,20775.8000972551
"7594","NL",1951,"pettipa01",8,0.06,13289000,0.42,20756.6425578779
"7595","AL",1988,"ellswst01",108,-0.65,39818000,-4.55,20747.3947181503
"7596","AL",1949,"hoodwa02",7,0.09,12444000,0.63,20719.9456041457
"7597","NL",1891,"schuljo01",45,-0.32,5067000,-2.24,20711.1862986003
"7598","NL",1923,"dyered01",66,0.35,9227000,2.45,20705.4129556799
"7599","NL",1921,"sheare01",96,0.45,9029000,3.15,20694.3317888523
"7600","NL",1931,"mattiea01",43,0.34,10041000,2.38,20693.0646382729
"7601","AL",1919,"nelsolu01",73,0.23,8892000,1.61,20689.3947147942
"7602","NL",1988,"jimenge01",167,-0.64,39818000,-4.48,20681.3308457157
"7603","AL",1953,"kellnwa01",9,0.01,14687000,0.07,20673.8442018963
"7604","NL",1917,"kellyge01",15,0.33,8816000,2.31,20665.1351161072
"7605","NL",1991,"renfrla01",14,-0.59,43018000,-4.13,20663.887736551
"7606","NL",1897,"mcdermi02",250,0.25,5409000,1.75,20652.9760846566
"7607","AL",1937,"kalfabi01",36,0.38,10767000,2.66,20638.174488945
"7608","NL",1931,"baeched01",201,0.34,10041000,2.38,20611.6357630291
"7609","NL",1887,"fast01",47,-0.62,4827000,-4.34,20610.3888103616
"7610","NL",1893,"quarlbi01",81,0.25,5181000,1.75,20603.1521179565
"7611","AL",1932,"krausle01",171,0.3,10162000,2.1,20599.3112800968
"7612","NL",1886,"mckeola01",63,-0.76,4766000,-5.32,20598.1939328017
"7613","NL",1923,"steinra01",165,0.34,9227000,2.38,20597.6507335675
"7614","AL",1946,"heflira01",44,0.21,12006000,1.47,20594.996277328
"7615","NL",1940,"lanahdi01",324,0.29,11130000,2.03,20582.9262671483
"7616","AL",1953,"habenbo01",5,0.01,14687000,0.07,20582.702080455
"7617","AL",1948,"weltedi01",196,0.13,12298000,0.91,20581.927600052
"7618","AL",1970,"barbest02",82,-0.12,26100000,-0.84,20579.3303529881
"7619","NL",1945,"emmersl01",300,0.23,11860000,1.61,20573.4173019116
"7620","NL",1910,"frocksa01",772,0.51,8550000,3.57,20568.5976015454
"7621","NL",1899,"thomato01",75,0.34,5523000,2.38,20564.6608084675
"7622","NL",1921,"bigbely01",24,0.44,9029000,3.08,20561.3878687324
"7623","AL",1951,"calvepa01",3,0.04,13289000,0.28,20555.0466021634
"7624","NL",1965,"bethkji01",120,-0.15,22840000,-1.05,20554.1553396446
"7625","AL",1924,"browefr01",29,0.37,9326000,2.59,20550.9047388732
"7626","NL",1913,"walkemy01",175,0.4,8664000,2.8,20512.7579577795
"7627","NL",1936,"tisinja01",141,0.23,10646000,1.61,20505.0838885519
"7628","NL",1944,"verdeal01",3,0.04,11714000,0.28,20503.7132013181
"7629","NL",1951,"bokeldi01",157,0.03,13289000,0.21,20491.5300509194
"7630","AL",1924,"messebu01",75,0.37,9326000,2.59,20488.3569449762
"7631","AL",1919,"pierswi01",23,0.22,8892000,1.54,20487.5834351296
"7632","NL",1927,"cantrgu01",84,0.39,9623000,2.73,20477.8580793407
"7633","NL",1955,"thorpbo02",9,0,16085000,0,20476.4158167548
"7634","NL",1894,"hawlesc01",21,0.08,5238000,0.56,20451.00461213
"7635","AL",1944,"dreiscl01",146,0.03,11714000,0.21,20449.8092920311
"7636","AL",1972,"ryersga01",306,-0.46,28154000,-3.22,20447.1873720642
"7637","NL",1914,"crutcdi01",479,0.35,8702000,2.45,20444.7931722476
"7638","NL",1900,"chambro01",12,-0.21,5580000,-1.47,20439.0313332014
"7639","NL",1931,"berlyja01",334,0.33,10041000,2.31,20428.7997881612
"7640","NL",1949,"mcglopa01",47,0.07,12444000,0.49,20427.8452990913
"7641","AL",1908,"bradyki01",27,0.45,7956000,3.15,20413.3329038094
"7642","AL",1986,"chadwra01",82,-0.88,38956000,-6.16,20412.906434443
"7643","NL",1944,"ockeywa01",8,0.03,11714000,0.21,20380.8811482572
"7644","AL",1970,"philled03",71,-0.13,26100000,-0.91,20376.3862308171
"7645","AL",1932,"boernla01",183,0.28,10162000,1.96,20376.2500564146
"7646","AL",1947,"brownwa01",138,0.18,12152000,1.26,20371.4535898508
"7647","NL",1914,"ritteha01",24,0.35,8702000,2.45,20369.9294295408
"7648","AL",1967,"gillipa01",9,-0.24,24144000,-1.68,20356.1048712787
"7649","AL",1934,"walkuji02",25,0.23,10404000,1.61,20354.6164892476
"7650","NL",1936,"murraam01",33,0.22,10646000,1.54,20352.4263767161
"7651","AL",1958,"troskha02",9,-0.13,18182000,-0.91,20335.8773104254
"7652","NL",1885,"palme01",102,-0.72,4705000,-5.04,20333.0808697498
"7653","NL",1950,"manvidi01",6,0.07,12590000,0.49,20323.962514935
"7654","NL",1915,"slattph01",24,0.47,8740000,3.29,20319.0332809919
"7655","AL",1921,"middlji01",365,0.43,9029000,3.01,20302.2663433564
"7656","NL",1920,"winteje01",139,0.26,8930000,1.82,20302.2335150841
"7657","NL",1922,"schneka01",60,0.28,9128000,1.96,20302.0335581725
"7658","AL",1951,"fahrje01",17,0.01,13289000,0.07,20297.6655168473
"7659","AL",1934,"kinzyha01",103,0.23,10404000,1.61,20280.3326304029
"7660","NL",1907,"campbbi01",63,0.63,7659000,4.41,20260.9796128974
"7661","NL",1944,"lindqca01",26,0.03,11714000,0.21,20244.9062567643
"7662","AL",1933,"mckeiti01",27,0.21,10283000,1.47,20243.3393488392
"7663","NL",1960,"marange01",152,-0.36,19580000,-2.52,20242.6946685184
"7664","AL",1956,"craddwa01",28,-0.12,16784000,-0.84,20236.4522529957
"7665","NL",1921,"yorkle01",422,0.43,9029000,3.01,20235.3293979509
"7666","AL",1945,"stonedi01",15,0.2,11860000,1.4,20234.597366941
"7667","AL",1963,"willida04",134,-0.27,21536000,-1.89,20232.6428676668
"7668","AL",1991,"hunteji01",93,-0.7,43018000,-4.9,20231.8001011049
"7669","AL",1919,"thompha01",166,0.21,8892000,1.47,20229.0249744484
"7670","AL",1905,"vanzaik01",20,0.45,7065000,3.15,20227.0908439176
"7671","NL",1942,"congedi01",25,0.12,11422000,0.84,20210.6389592246
"7672","NL",1957,"murffre01",78,-0.13,17483000,-0.91,20206.0774381552
"7673","AL",1954,"millebi04",17,-0.1,15386000,-0.7,20205.8423703908
"7674","AL",1964,"fishefr01",1,-0.15,22188000,-1.05,20196.4778071797
"7675","NL",1938,"moranhi01",9,0.21,10888000,1.47,20192.6329301958
"7676","AL",1906,"eubanjo01",405,0.55,7362000,3.85,20188.8299694203
"7677","NL",1898,"maupiha01",54,0.23,5466000,1.61,20188.7383409315
"7678","NL",1972,"freemji01",108,-0.51,28154000,-3.57,20186.917933494
"7679","NL",1950,"vancuch01",100,0.06,12590000,0.42,20186.36634699
"7680","AL",1962,"toppiru01",6,-0.12,20884000,-0.84,20181.3451275983
"7681","NL",1952,"hahnfr01",6,-0.04,13988000,-0.28,20179.5615098843
"7682","NL",1930,"nichoch01",179,0.21,9920000,1.47,20176.1672991049
"7683","AL",1925,"shielbe01",72,0.33,9425000,2.31,20175.2832405659
"7684","AL",1926,"jonesdi01",63,0.37,9524000,2.59,20174.5338687184
"7685","AL",1910,"russele01",27,0.46,8550000,3.22,20158.4211493069
"7686","NL",1929,"peeryre01",132,0.28,9821000,1.96,20153.051812263
"7687","NL",1895,"klingbi01",3,0.07,5295000,0.49,20149.4779356588
"7688","NL",1966,"millela01",25,-0.23,23492000,-1.61,20147.6527909959
"7689","AL",1903,"terryjo01",53,0.39,6471000,2.73,20144.5462111028
"7690","NL",1969,"noriejo01",23,-0.14,25448000,-0.98,20141.9667769183
"7691","NL",1995,"rossejo01",90,-1.02,52370000,-7.14,20141.8023310855
"7692","AL",1967,"nolddi01",61,-0.28,24144000,-1.96,20141.246196384
"7693","NL",1955,"fishema01",8,-0.02,16085000,-0.14,20140.8656817741
"7694","NL",1893,"willito01",72,0.22,5181000,1.54,20140.2220062141
"7695","NL",1927,"millsar01",113,0.34,9623000,2.38,20136.1009401685
"7696","AL",1943,"centepe01",127,0.08,11568000,0.56,20133.3087417418
"7697","AL",1969,"batesdi01",5,-0.16,25448000,-1.12,20126.4418067657
"7698","AL",1964,"whitbbi01",19,-0.15,22188000,-1.05,20123.9244107111
"7699","AL",1949,"albreed01",15,0.06,12444000,0.42,20117.0963804694
"7700","NL",1954,"pyechjo01",8,-0.1,15386000,-0.7,20114.1333525508
"7701","NL",1970,"johnsji03",20,-0.15,26100000,-1.05,20112.4605651084
"7702","NL",1952,"wolfeed01",11,-0.04,13988000,-0.28,20107.5416801938
"7703","AL",1991,"taylowa01",349,-0.73,43018000,-5.11,20095.9714226764
"7704","AL",1950,"sucheji01",12,0.05,12590000,0.35,20085.4277291159
"7705","AL",1917,"bradyne01",27,0.3,8816000,2.1,20081.7474304734
"7706","NL",1916,"currimu01",43,0.34,8778000,2.38,20064.653238148
"7707","AL",1906,"leroylo01",134,0.54,7362000,3.78,20064.3925938463
"7708","NL",1958,"conlebo01",25,-0.15,18182000,-1.05,20053.7202860302
"7709","AL",1964,"connoed02",242,-0.15,22188000,-1.05,20052.1251313733
"7710","AL",1913,"bohenpa01",24,0.38,8664000,2.66,20039.5111796687
"7711","NL",1925,"bretthe01",52,0.32,9425000,2.24,20035.9803578573
"7712","AL",1946,"griffle01",46,0.19,12006000,1.33,20016.5512865839
"7713","NL",1891,"davisge01",12,-0.38,5067000,-2.66,20015.6458941925
"7714","AL",1901,"skopejo01",205,0.53,5877000,3.71,20010.0410714203
"7715","AL",1985,"cookgl01",120,-1.22,38525000,-8.54,20004.0939113222
"7716","NL",1945,"zabalad01",130,0.19,11860000,1.33,19987.8241106191
"7717","AL",1947,"doziebu01",14,0.16,12152000,1.12,19985.853836353
"7718","NL",1954,"pensopa01",48,-0.12,15386000,-0.84,19985.6972435361
"7719","NL",1921,"walkero01",512,0.41,9029000,2.87,19984.9035219689
"7720","AL",1935,"upchuwo01",64,0.2,10525000,1.4,19975.9773511147
"7721","AL",1955,"harribo02",6,-0.05,16085000,-0.35,19966.4970290337
"7722","NL",1959,"renfrma01",6,-0.31,18881000,-2.17,19960.6137804067
"7723","NL",1895,"bannoji01",9,0.05,5295000,0.35,19951.9569902658
"7724","NL",1890,"dailevi01",21,-0.64,5010000,-4.48,19936.6724127441
"7725","NL",1956,"mcmahja02",225,-0.15,16784000,-1.05,19922.3091267396
"7726","AL",1970,"hammpe01",49,-0.17,26100000,-1.19,19919.6911567817
"7727","NL",1933,"pickrcl01",41,0.16,10283000,1.12,19916.2854610426
