"","playerID","yearID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"1","martipe02",2000,651,11.71,14093200,81.97,207334743.346781
"2","goodedw01",1985,830,12.18,10787000,85.26,206155358.129242
"3","greinza01",2009,688,10.4,15145354,72.8,166593681.510086
"4","carltst01",1980,912,10.22,11274700,71.54,144867166.501876
"5","clemero02",1997,792,11.93,13063534,83.51,138472886.707691
"6","saberbr01",1989,787,9.65,10263495,67.55,95343832.83667
"7","johnsra05",2002,780,10.74,14360976,75.18,87208111.7492326
"8","gibsobo01",1968,914,11.23,8281864,78.61,82840392.7592363
"9","johnswa01",1913,1039,15.07,1429560,105.49,73789881.0773344
"10","grovele01",1931,866,10.39,2329512,72.73,57342093.4985286
"11","newhoha01",1945,940,11.25,2541428.57142857,78.75,56568413.2373399
"12","fidryma01",1976,751,9.57,9549552,66.99,52800363.0804883
"13","maricju01",1965,886,10.3,7765600,72.1,49701697.5190702
"14","verlaju01",2012,715,8.08,15788192,56.56,48802846.2373136
"15","maddugr01",1994,606,8.49,11907616,59.43,46176953.4363921
"16","faberre01",1921,992,11.29,1832887,79.03,34198611.4726346
"17","woodwi01",1971,1002,11.74,7893957,82.18,30719528.310153
"18","vanceda01",1928,844,10.12,2177728,70.84,30423769.5565157
"19","alexape01",1920,1090,11.87,1786000,83.09,29746983.9962071
"20","clarkjo01",1889,1860,16.69,638421,116.83,29191968.4473155
"21","fellebo01",1940,961,9.92,2782500,69.44,28602458.2310687
"22","leebi02",1938,876,7.99,2678448,55.93,27122423.2326304
"23","hallaro01",2010,752,8.55,15238000,59.85,26240703.1637294
"24","youngcy01",1892,1359,13.92,676368,97.44,26139495.0488026
"25","klubeco01",2017,611,8.14,17011002,56.98,26098061.5246336
"26","chancde01",1964,835,9.38,5902008,65.66,23650260.9879379
"27","nolaaa01",2018,637,10.46,17229392,73.22,22868474.3335957
"28","bunniji01",1967,907,7.82,8112384,54.74,22272898.4932004
"29","luquedo01",1923,966,10.55,1928443,73.85,21274047.8400079
"30","koufasa01",1966,969,10.28,7940296,71.96,19893796.9297955
"31","coopemo01",1942,836,8.24,2692328.57142857,57.68,19138931.3591116
"32","roberro01",1954,1010,9.04,4872233.33333333,63.28,18757649.1778176
"33","kershcl01",2013,708,7.99,16050202,55.93,17313924.0575113
"34","linceti01",2008,681,7.83,15047856,54.81,14378959.6372183
"35","cicoted01",1917,1040,11.41,1630960,79.87,14017506.2528844
"36","seaveto01",1973,870,10.61,9454644,74.27,13378713.1882468
"37","rusieam01",1894,1332,13.74,701892,96.18,11007018.9040975
"38","troutdi01",1944,1057,9.25,2593814.28571429,64.75,10893521.469167
"39","santajo01",2006,701,7.59,14838304,53.13,10621774.5913574
"40","stiebda01",1984,801,7.93,10666320,55.51,10448405.6783502
"41","hentgpa01",1996,797,8.55,12692256,59.85,10279303.8745528
"42","nichoki01",1897,1104,10.69,741033,74.83,10212153.1944272
"43","glavito02",1991,740,8.52,10625446,59.64,8174112.33264943
"44","higuete01",1986,745,9.38,10518120,65.66,7090044.75853623
"45","reuscri01",1977,756,9.46,10519324,66.22,6704261.46940977
"46","brownke01",1998,771,8.57,13420784,59.99,6295574.53820269
"47","matlajo01",1974,796,9.05,9726976,63.35,6266533.36768993
"48","mathech01",1908,1173,11.74,1177488,82.18,6087079.97091361
"49","parneme01",1949,886,7.98,2627066.66666667,55.86,5954130.57511102
"50","dennyjo01",1983,728,7.42,10997596,51.94,5830542.80367491
"51","piercbi02",1955,617,6.96,3931888.88888889,48.72,5815286.66441496
"52","mcginjo01",1903,1302,11.65,925353,81.55,5763920.69184618
"53","mccorji01",1880,1973,10.47,528000,73.29,5677384.4365057
"54","niekrph01",1978,1003,9.98,10775224,69.86,4558971.24265517
"55","buffich01",1888,1201,12.1,625664,84.7,4357231.46552864
"56","radboch01",1883,1897,13.09,563709,91.63,3759163.53088088
"57","wynnea01",1956,833,7.83,4196000,54.81,3299722.00252835
"58","chandsp01",1943,759,6.42,2644114.28571429,44.94,2998186.55090014
"59","willivi01",1899,1028,10.34,767697,72.38,2618142.21563841
"60","galvipu01",1884,1909,20.48,575856,143.36,2490698.46251194
"61","oswalro01",2007,636,6.66,14945506,46.62,2328313.71890824
"62","laryfr01",1958,781,6.67,4545500,46.69,2317841.03126377
"63","palmeji01",1975,969,8.44,9214325,59.08,2153480.91960497
"64","thomato02",1927,923,8.32,2126683,58.24,2095399.22591022
"65","shantbo01",1952,839,8.83,3186155.55555556,61.81,2003802.77158886
"66","uhlege01",1926,955,8.85,2076232,61.95,1848477.66789357
"67","hubbeca01",1933,926,8.9,2426788,62.3,1684262.01467955
"68","minormi01",2019,625,7.78,17439058,54.46,1504493.37109842
"69","deandi01",1934,935,8.92,2476152,62.44,1419134.53364479
"70","leeth01",1941,901,8.6,2738457.14285714,60.2,1399458.35358304
"71","appieke01",1993,716,9.27,11494254,64.89,1345094.13617402
"72","degroja01",2018,651,9.58,17229392,67.06,1215701.11214991
"73","blylebe01",1981,478,5.58,10856295,39.06,1199906.00516406
"74","arrieja01",2015,687,8.29,16548050,58.03,1197268.79159491
"75","rogerst01",1982,831,7.63,11095136,53.41,1184139.97341686
"76","scherma01",2017,602,7.18,17011002,50.26,1152314.43002589
"77","gubicma01",1988,809,7.74,10352680,54.18,1152010.3316246
"78","rijojo01",1993,772,9.2,11494254,64.4,1130305.62147429
"79","iwakuhi01",2013,659,7.22,16050202,50.54,1073058.44373065
"80","schilcu01",2001,770,8.78,14229514,61.46,1064675.12076577
"81","cardwdo01",1961,778,6.08,7040736,42.56,1036842.55622323
"82","beckejo02",2007,602,6.5,14945506,45.5,1024572.67400282
"83","pascuca02",1959,716,7.81,4720250,54.67,1020447.00095999
"84","violafr01",1988,766,7.7,10352680,53.9,1013403.76643162
"85","jimenub01",2010,665,7.53,15238000,52.71,970677.050378754
"86","webbbr01",2006,705,7,14838304,49,935693.128296161
"87","priceda01",2012,633,6.63,15788192,46.41,931366.624011541
"88","aguirha01",1962,648,7.4,5388072,51.8,926748.184195412
"89","guidrro01",1978,821,9.58,10226168,67.06,926532.968022206
"90","brogler01",1960,679,7.09,6853000,49.63,912276.536264015
"91","willido03",2005,709,7.29,14726250,51.03,877699.710805309
"92","leecl02",2011,698,8.48,15517458,59.36,842051.948801833
"93","lynnla01",2019,625,7.61,17439058,53.27,835757.396552434
"94","coneda01",1994,515,6.87,11907616,48.09,816545.187316474
"95","brechha01",1948,700,8.74,2664566.66666667,61.18,803171.450864888
"96","arroybr01",2006,722,6.81,14838304,47.67,770889.423032011
"97","ellswdi01",1963,872,10.24,7408384,71.68,741304.23306955
"98","perryga01",1974,967,8.52,8881152,59.64,712655.372566406
"99","gonzagi01",2017,603,6.49,17011002,45.43,697506.55929444
"100","burnsbr01",1980,714,6.97,10911000,48.79,696322.706990889
"101","tudorjo01",1985,825,8.1,10787000,56.7,692548.379364368
"102","koosmje01",1979,791,7.2,10567557,50.4,692534.040708231
"103","drysddo01",1960,807,7,6853000,49,677491.055795105
"104","cuetojo01",2014,731,6.78,16303488,47.46,665746.916211378
"105","finlech01",1990,708,7.69,10170000,53.83,663937.782012415
"106","gossari01",1975,425,8.2,9214325,57.4,661035.736119252
"107","hernafe02",2010,749,7.15,15238000,50.05,657307.075346549
"108","hershor01",1989,770,6.98,10303744,48.86,655532.592154299
"109","dempsry01",2008,620,6.88,15047856,48.16,648118.228737941
"110","sullifr01",1957,722,6.35,4370750,44.45,639836.214435874
"111","freelky01",2018,607,8.44,17229392,59.08,631924.993674928
"112","purkebo01",1962,865,7.25,7225864,50.75,621430.280113205
"113","sotoma01",1982,773,7.53,11095136,52.71,620748.524452026
"114","mcdowsa01",1970,915,8.29,7569000,58.03,611202.914029836
"115","mussimi01",2001,686,7.12,14229514,49.84,610298.629238602
"116","hudliwi01",1929,841,7.51,2229367,52.57,607291.962400255
"117","eckerde01",1979,740,7.15,10567557,50.05,606014.74698553
"118","rogerke01",1998,716,7.52,13420784,52.64,592090.437834936
"119","pettian01",1997,721,8.36,13063534,58.52,590731.071673179
"120","hudsoti01",2003,720,7.45,14487586,52.15,588788.690656045
"121","langsma01",1993,769,8.52,11494254,59.64,585695.296537321
"122","bluevi01",1976,895,7.61,9549552,53.27,585143.694124848
"123","walshed01",1911,1106,9.16,1331140,64.12,583312.488481258
"124","hamelco01",2014,614,6.64,16303488,46.48,581805.74373316
"125","johnsjo09",2010,551,7,15238000,49,578858.090453041
"126","scottmi03",1986,826,8.37,10673944,58.59,560264.681929969
"127","hamptmi01",1999,717,6.68,13764006,46.76,559719.603682283
"128","priorma01",2003,634,7.41,14487586,51.87,554477.735300222
"129","dierkla01",1969,916,8.64,8448736,60.48,543821.376286574
"130","blackew01",1950,783,7.5,3147500,52.5,538095.435318909
"131","tananfr01",1976,865,7.5,9549552,52.5,537134.117862171
"132","salech01",2013,643,6.53,16050202,45.71,533362.370869978
"133","jenkife01",1971,975,10.1,8897656,70.7,525580.818209826
"134","strasst01",2017,526,6.35,17011002,44.45,525344.196260978
"135","lowede01",2002,659,7.24,14360976,50.68,523768.675648032
"136","abbotji01",1991,729,7.56,10625446,52.92,510975.994259674
"137","harrima01",2012,640,5.82,15788192,40.74,508395.548170563
"138","suttodo01",1980,637,6.25,11274700,43.75,505152.95231073
"139","maysjo01",2001,701,6.61,14229514,46.27,503724.489126047
"140","sheetbe01",2004,711,7.21,14609344,50.47,501136.121985952
"141","tiantlu01",1968,775,8.49,6992472,59.43,497998.58063596
"142","alexado01",1984,785,6.1,10666320,42.7,495578.336519486
"143","weaveje02",2011,707,6.92,15517458,48.44,489254.409551172
"144","colege01",2019,637,6.91,17439058,48.37,488768.194198821
"145","lackejo01",2007,672,6.26,14945506,43.82,487979.68119196
"146","whitsed01",1990,686,6.97,10170000,48.79,486396.051310108
"147","kralija01",1961,726,5.96,5138928,41.72,486185.704814317
"148","caldwmi01",1978,880,8.2,10226168,57.4,482704.873123026
"149","wangch01",2006,654,6.05,14838304,42.35,479175.544498359
"150","keuchda01",2015,696,6.69,16548050,46.83,477999.947295057
"151","hunteca01",1975,984,8.06,9214325,56.42,477825.618516564
"152","valenfe01",1981,577,4.76,11187504,33.32,476279.43812265
"153","radkebr01",1999,656,6.57,13764006,45.99,471174.74408075
"154","malonji01",1965,766,8.19,7765600,57.33,465579.447054523
"155","snellbl01",2018,542,7.43,17229392,52.01,461818.784092468
"156","merriji01",1967,683,6.54,6712032,45.78,456401.955060317
"157","hurstbr01",1989,734,6.48,10303744,45.36,435327.527311892
"158","handsbi01",1969,900,8.39,8448736,58.73,431485.643964118
"159","spahnwa01",1953,797,8.83,4406100,61.81,429605.176035016
"160","roarkta01",2016,630,5.6,16783888,39.2,428991.589006761
"161","smoltjo01",1996,761,7.35,12692256,51.45,428778.045538057
"162","fordru01",1910,899,11.39,1282500,79.73,427579.206917979
"163","antonjo02",1954,776,7.54,4872233.33333333,52.78,424720.836336065
"164","loaizes01",2003,679,7.18,14487586,50.26,422822.024533295
"165","ryanno01",1981,447,4.67,11187504,32.69,422254.080149037
"166","zitoba01",2002,688,7.2,14360976,50.4,421759.06967759
"167","wilheho01",1959,678,7.61,4720250,53.27,419478.509672133
"168","moyerja01",1999,684,6.5,13764006,45.5,414692.022206607
"169","vazquja01",2007,650,6.22,14945506,43.54,412825.334343744
"170","farretu01",1962,725,7,7225864,49,411079.165080625
"171","lestejo01",2016,608,5.58,16783888,39.06,408391.595451184
"172","niekrjo01",1982,810,6.76,11095136,47.32,407973.021513428
"173","danksjo01",2008,585,6.38,15047856,44.66,404896.719333747
"174","jonessa02",1958,750,6.25,6363700,43.75,403435.234987686
"175","wainwad01",2010,691,6.15,15238000,43.05,399426.438269936
"176","jurrjja01",2009,645,6.53,15145354,45.71,392610.271713602
"177","schmija01",2004,675,6.77,14609344,47.39,389065.6669724
"178","buehrma01",2001,664,6,14229514,42,386229.071368622
"179","scorehe01",1956,748,7.27,4196000,50.89,383559.973908466
"180","fernajo02",2013,518,6.31,16050202,44.17,379308.452791108
"181","nolanga01",1967,680,6.27,8112384,43.89,375034.207842552
"182","jacksla01",1959,768,7.33,6608350,51.31,375024.288679414
"183","harenda01",2009,688,6.52,15145354,45.64,373775.718613174
"184","hillejo01",1973,376,7.86,8550033,55.02,372352.947571304
"185","gurala01",1980,850,5.98,10911000,41.86,371334.001796558
"186","eichhma01",1986,471,7.25,10518120,50.75,370705.419018038
"187","zambrca01",2004,629,6.65,14609344,46.55,366410.861822719
"188","wadderu01",1904,1149,10.65,974592,74.55,366117.890775039
"189","keyji01",1987,783,7.37,10437555,51.59,364285.994478363
"190","hutchbi01",1891,1683,10.07,663777,70.49,357590.356702226
"191","montejo01",1976,760,6.89,10259316,48.23,356492.658876503
"192","quiseda01",1983,417,5.48,10733955,38.36,349099.155489482
"193","colonba01",2002,700,7.1,14360976,49.7,345542.917109071
"194","mclaide01",1968,1008,7.42,6992472,51.94,344878.298195781
"195","kurodhi01",2012,659,5.27,15788192,36.89,344696.308098046
"196","romerri01",2011,675,6.43,15517458,45.01,338731.679593339
"197","carmofa01",2007,645,6.19,14945506,43.33,338718.868152991
"198","rodried05",2019,610,5.97,17439058,41.79,336480.26273728
"199","thompju02",1997,670,7.73,13063534,54.11,336143.962854293
"200","carpech01",2009,578,6.48,15145354,45.36,323532.735325094
"201","peavyja01",2007,670,6.18,14945506,43.26,321527.632935235
"202","welchbo01",1987,755,7.1,10555716,49.7,321105.559219679
"203","pennohe01",1925,831,6.55,2026375,45.85,319058.290069206
"204","candito01",1991,714,7.05,10625446,49.35,315784.541724854
"205","sainjo01",1948,944,8.48,2664566.66666667,59.36,315510.226896292
"206","rhoderi01",1986,761,6.63,10673944,46.41,311758.827758536
"207","frienbo01",1955,601,5.99,5361666.66666667,41.93,310720.329917873
"208","leiteal01",1998,579,6.74,13420784,47.18,310662.356358982
"209","flaheja01",2019,589,5.87,17439058,41.09,306842.537650035
"210","mccatst01",1981,557,4.49,10856295,31.43,306273.427427519
"211","kernji01",1979,429,6.1,10567557,42.7,305135.236429367
"212","gomezle01",1937,835,9.21,2627148,64.47,302339.29974288
"213","andujjo01",1982,797,5.78,11095136,40.46,301059.532170812
"214","tewksbo01",1992,699,6.39,11066864,44.73,300257.75803045
"215","millwke01",1999,684,6.16,13764006,43.12,299060.320180142
"216","carraca01",2017,600,5.47,17011002,38.29,298520.624604237
"217","quintjo01",2016,624,5.41,16783888,37.87,294371.807947574
"218","guzmaju01",1996,563,6.73,12692256,47.11,293105.927827779
"219","sanchan01",2013,546,6.02,16050202,42.14,292142.012206603
"220","derbyge01",1881,1484,8.72,539781,61.04,287807.580335127
"221","goltzda01",1978,661,6.58,10226168,46.06,286858.692965705
"222","shortch02",1967,598,6.19,8112384,43.33,285680.397607847
"223","grayso01",2015,624,5.27,16548050,36.89,283041.905679222
"224","bauertr01",2018,526,5.74,17229392,40.18,282833.319473073
"225","norrimi01",1980,853,5.86,10911000,41.02,282153.332353905
"226","lolicmi01",1972,982,7.4,8220968,51.8,282131.788593231
"227","kaatji01",1975,911,7.71,9214325,53.97,280386.297143927
"228","martide01",1995,561,5.69,12306950,39.83,276089.743276382
"229","tapanke01",1991,732,6.79,10625446,47.53,275352.449817803
"230","boddimi01",1990,684,5.9,10170000,41.3,274951.664604042
"231","muldema01",2001,688,5.62,14229514,39.34,269891.725944361
"232","sutclri01",1982,648,5.66,10797280,39.62,268936.492101143
"233","leibrch01",1985,713,6.59,10594375,46.13,268005.574939316
"234","abernte02",1967,319,6.17,8112384,43.19,267199.531037124
"235","hendrky01",2016,570,5.35,16783888,37.45,266080.004361545
"236","buchhcl01",2010,521,5.63,15238000,39.41,264793.922543406
"237","shielja02",2011,748,5.77,15517458,40.39,261373.935452833
"238","perezol01",2004,588,5.72,14609344,40.04,261166.66170655
"239","podrejo01",1957,588,5.77,6119050,40.39,261136.428351208
"240","hernali01",2003,700,6.35,14487586,44.45,260845.906140044
"241","wittmi01",1986,807,6.06,10518120,42.42,260843.086403271
"242","stromma01",2017,603,5.31,17011002,37.17,258820.102166388
"243","bensokr01",2000,653,5.08,14093200,35.56,257979.609803855
"244","severlu01",2017,580,5.3,17011002,37.1,257044.083408364
"245","hillke01",1996,752,6.59,12692256,46.13,255285.713583882
"246","astacpe01",1999,696,5.87,13764006,41.09,255007.053355469
"247","morrija02",1979,593,5.82,10567557,40.74,254947.411491431
"248","lawve01",1959,798,6.53,6608350,45.71,254014.077996768
"249","jonesra01",1975,855,7.54,9995200,52.78,250370.605114999
"250","mcgresc01",1983,780,5.3,10733955,37.1,249320.455025902
"251","mcdanli01",1960,349,5.94,6853000,41.58,247336.201911288
"252","bumgama01",2015,655,5.13,16548050,35.91,247284.152564958
"253","harderi01",2008,444,5.9,15047856,41.3,244479.308387378
"254","sorokmi01",2019,524,5.67,17439058,39.69,243361.799347144
"255","candejo01",1977,692,7.36,10519324,51.52,243169.89773629
"256","swindgr01",1988,726,5.92,10352680,41.44,243127.94776002
"257","martica04",2016,586,5.3,16783888,37.1,242872.674804179
"258","nagych01",1996,666,6.55,12692256,45.85,242133.837820591
"259","kennejo04",2004,487,5.62,14609344,39.34,239611.737350861
"260","chacijh01",2013,592,5.68,16050202,39.76,239158.675627788
"261","beattji01",1984,633,5.13,10666320,35.91,238171.491073
"262","haranaa01",2007,695,6,14945506,42,237823.993928816
"263","holtzke01",1970,863,6.4,8613000,44.8,237704.79382524
"264","clevimi01",2018,600,5.19,17229392,36.33,236315.868721947
"265","fernasi01",1992,644,6.07,11066864,42.49,233904.009482101
"266","corbipa01",2019,606,5.65,17439058,39.55,233501.078435943
"267","wellsda01",1995,609,5.38,12306950,37.66,229212.336028892
"268","kneppbo01",1978,780,6.29,10775224,44.03,228652.220854004
"269","millewa04",2001,636,5.28,14229514,36.96,226666.286689321
"270","fordwh01",1964,734,6.69,5902008,46.83,226576.199221717
"271","roberda05",1971,809,7.51,8897656,52.57,225467.760835098
"272","pennybr01",2007,624,5.95,14945506,41.65,224314.30046971
"273","fingero01",1981,234,4.21,10856295,29.47,224109.826570262
"274","millest01",1958,546,4.93,6363700,34.51,224014.297538193
"275","garcifr02",1999,604,5.36,13764006,37.52,222508.167959006
"276","ferrewe01",1935,967,8.15,2526000,57.05,221867.732826875
"277","fistedo01",2011,649,5.09,15517458,35.63,221295.163088438
"278","woodke02",2003,633,6.14,14487586,42.98,220353.857396389
"279","fulmemi01",2016,477,5.25,16783888,36.75,218921.884043661
"280","harvema01",2015,568,4.8,16548050,33.6,218481.939071617
"281","corbedo01",1980,409,5.69,10911000,39.83,218075.223091754
"282","zimmejo02",2014,599,4.79,16303488,33.53,217282.81246703
"283","santaer01",2017,634,4.77,17011002,33.39,217093.653575397
"284","rixeyep01",1925,862,6.46,2026375,45.22,216463.069661438
"285","truckvi01",1949,825,6.94,2627066.66666667,48.58,216382.569655264
"286","darviyu01",2013,629,5.56,16050202,38.92,216158.202544784
"287","newsobo01",1940,792,7.37,2782500,51.59,215996.681385724
"288","fernaal01",1996,774,6.4,12692256,44.8,214839.675337813
"289","reussje01",1981,458,4.14,11187504,28.98,214369.886085362
"290","hughste01",1942,844,6.19,2692328.57142857,43.33,213437.275661754
"291","houghch01",1985,751,6.31,10594375,44.17,213296.544331849
"292","jacksda02",1994,538,4.72,11907616,33.04,212775.172463554
"293","mintogr01",1982,369,5.36,11095136,37.52,212259.265151996
"294","tanakma01",2016,599,5.23,16783888,36.61,211872.78672245
"295","haddiha01",1953,759,6.39,4406100,44.73,211401.995839238
"296","mooremi01",1985,741,6.3,10594375,44.1,210740.660446613
"297","cainma01",2009,653,6.13,15145354,42.91,210544.316183599
"298","giolilu01",2019,530,5.61,17439058,39.27,210269.326359546
"299","mcmurcr01",1983,674,5.2,10997596,36.4,208684.922707363
"300","penaal01",1984,598,4.99,10894884,34.93,208290.843066692
"301","bahnsst01",1968,802,6.39,6992472,44.73,205902.962967828
"302","carlsha01",1926,802,8.28,2076232,57.96,204315.539206932
"303","baldwla01",1886,1461,10.75,600516,75.25,204005.795983061
"304","wilsocj01",2011,670,4.9,15517458,34.3,203838.699251074
"305","daviscu01",1934,823,8.49,2476152,59.43,203669.144767571
"306","byrdpa01",2002,685,5.58,14360976,39.06,202279.386789978
"307","maglisa01",1951,894,6.64,3543733.33333333,46.48,202235.329823269
"308","twitcwa01",1973,670,6.68,9454644,46.76,200702.069633769
"309","kazmisc01",2007,620,5.82,14945506,40.74,200504.398603344
"310","parkch01",2000,678,4.9,14093200,34.3,199786.286960722
"311","matsuda01",2008,503,5.38,15047856,37.66,199629.782231854
"312","waltebu01",1939,957,8.2,2730232,57.4,198498.040593353
"313","kenneia01",2011,666,4.84,15517458,33.88,198293.02039392
"314","wakefti01",1995,586,5,12306950,35,197975.820093305
"315","suttebr01",1977,322,6.55,10519324,45.85,196810.294672324
"316","darwida01",1993,688,5.69,11494254,39.83,196562.231130432
"317","mongesi01",1979,393,5.55,10567557,38.85,195994.962740812
"318","rayro02",2017,486,4.68,17011002,32.76,195450.400156727
"319","taillja01",2018,573,4.7,17229392,32.9,193503.08857205
"320","sanchaa01",2016,576,5.1,16783888,35.7,190500.029761678
"321","garvene01",1950,780,7.28,2727833.33333333,50.96,188935.020782116
"322","bedarer01",2007,546,5.72,14945506,40.04,188596.016335728
"323","ashbyan01",1995,578,4.92,12306950,34.44,188207.863406278
"324","covelst01",1918,933,9.65,1682260,67.55,188011.564988443
"325","clancji01",1980,752,5.53,10911000,38.71,187702.911643727
"326","perezme01",1992,743,5.91,11066864,41.37,187516.206844492
"327","pavanca01",2004,667,5.27,14609344,36.89,186537.64417878
"328","neaglde01",1996,664,6.02,12692256,42.14,186171.239189199
"329","gromest01",1954,758,5.64,3675544.44444444,39.48,186059.207290186
"330","marquge01",2018,588,4.66,17229392,32.62,185492.803801367
"331","roepr01",1945,705,7.28,2541428.57142857,50.96,185075.937673826
"332","johnto01",1979,829,5.49,10567557,38.43,184917.644683524
"333","derripa01",1938,921,5.45,2678448,38.15,183022.624132975
"334","cuellmi01",1966,682,5.72,7940296,40.04,181279.368620856
"335","rushbo01",1955,702,5.45,5361666.66666667,38.15,179993.893199026
"336","hernawi01",1984,421,4.75,10666320,33.25,178680.511953914
"337","cashnan01",2017,500,4.57,17011002,31.99,178212.410523077
"338","freemma02",1994,338,4.54,11907616,31.78,177384.41062896
"339","leallu01",1982,749,5.09,10797280,35.63,177359.17342752
"340","peterga01",1963,729,5.94,5642432,41.58,177224.628446531
"341","medlekr01",2012,414,4.36,15788192,30.52,176535.800222444
"342","ringji01",1923,913,7.97,1928443,55.79,175541.918654974
"343","halamjo01",1999,537,4.77,13764006,33.39,175321.201263422
"344","pottene01",1945,766,7.15,2541428.57142857,50.05,175250.767359233
"345","kileda01",2001,682,4.89,14229514,34.23,175204.624114759
"346","syndeno01",2016,551,5.01,16783888,35.07,173809.209076848
"347","warnelo01",1932,831,6.91,2377908,48.37,173723.148744264
"348","hugheph01",2014,629,4.53,16303488,31.71,173559.998345548
"349","dotsori01",1983,720,5.09,10733955,35.63,173137.98802454
"350","wilsoea01",1966,792,5.93,6436808,41.51,172957.900985416
"351","youngma01",1983,611,5.09,10733955,35.63,172941.923332128
"352","mayda02",2003,630,5.94,14487586,41.58,172758.332373617
"353","cordofr01",1998,661,5.46,13420784,38.22,172473.706168983
"354","youngir01",1905,1134,9.31,1024425,65.17,171754.299117629
"355","ryuhy01",2019,548,5.07,17439058,35.49,169477.883588021
"356","papeljo01",2006,205,5.02,14838304,35.14,169430.53507155
"357","bengera01",1931,741,6.21,2329512,43.47,169430.487201293
"358","burkejo03",2001,658,4.83,14229514,33.81,168611.741505933
"359","mortoch02",2019,584,5.06,17439058,35.42,168556.509160042
"360","brownmo01",1909,1028,9.54,1229697,66.78,168005.794696671
"361","jennija01",2006,636,5.01,14838304,35.07,166307.089639344
"362","bosioch01",1989,704,5.43,10263495,38.01,166117.766020103
"363","boydoi01",1985,817,6.05,10594375,42.35,165209.397557092
"364","davisdo02",2004,622,4.94,14609344,34.58,164485.183574615
"365","dresery01",2004,623,4.94,14609344,34.58,164369.267713285
"366","swancr01",1978,622,5.62,10775224,39.34,161081.285548359
"367","lopezau01",1979,381,5.26,10567557,36.82,160632.410793795
"368","daalom01",1999,644,4.6,13764006,32.2,159845.122036522
"369","polleho01",1949,692,6.49,2903600,45.43,159594.751929625
"370","pattejo02",2005,595,4.78,14726250,33.46,158552.847798721
"371","stewada01",1990,801,5.15,10170000,36.05,158542.619724878
"372","wilsodo01",1971,804,6.07,8897656,42.49,158502.89876192
"373","herbera01",1960,758,5.77,4895000,40.39,157751.210146988
"374","godleza01",2017,465,4.2,17011002,29.4,157620.666878717
"375","biebesh01",2019,643,4.95,17439058,34.65,157437.015302621
"376","willist02",1961,706,4.71,7040736,32.97,157167.008597153
"377","averyst01",1991,631,5.18,10625446,36.26,157108.731700788
"378","messean01",1975,965,6.47,9995200,45.29,156916.733396163
"379","ehmkeho01",1924,945,8.24,1977112,57.68,155975.399345171
"380","woodtr01",2013,600,4.4,16050202,30.8,155218.215584034
"381","archech01",2015,636,4.13,16548050,28.91,155145.902622627
"382","hellije01",2011,567,4.27,15517458,29.89,154853.603258007
"383","alvarwi01",1993,623,4.93,11494254,34.51,154823.193507797
"384","barrji01",1976,757,5.55,10259316,38.85,154455.913440062
"385","treinbl01",2018,241,4.24,17229392,29.68,153612.900351331
"386","sanfoja02",1957,710,4.59,6119050,32.13,153496.17253381
"387","anderal02",1988,607,5.2,10352680,36.4,153252.565973728
"388","stottme01",1965,873,6.84,6166800,47.88,152270.747518243
"389","mechegi01",2008,631,4.91,15047856,34.37,152214.258574762
"390","ojedabo01",1986,652,4.72,10673944,33.04,151570.128528864
"391","bradlto01",1971,857,6.18,7893957,43.26,151519.889777098
"392","parromi01",1979,688,5.14,10567557,35.98,151197.426479214
"393","busbyst01",1974,877,6.47,8881152,45.29,150589.516426636
"394","drabomo01",1957,719,4.57,6119050,31.99,150564.342502349
"395","masteju01",2011,648,4.25,15517458,29.75,149678.379341387
"396","limajo01",1999,739,4.51,13764006,31.57,149333.441686758
"397","anderch01",2017,424,4.16,17011002,29.12,148824.135007552
"398","myersbr01",2010,671,4.91,15238000,34.37,148348.816342123
"399","castilu02",2019,572,4.72,17439058,33.04,148255.557459763
"400","harnipe01",1998,627,5.12,13420784,35.84,147929.295916171
"401","hoytla01",1982,719,4.94,10797280,34.58,147506.604291695
"402","rommeed01",1922,882,7.29,1880368,51.03,146930.903532727
"403","escobke01",2007,587,4.91,14945506,34.37,146030.301304753
"404","alvarhe01",2014,561,4.38,16303488,30.66,145517.284277155
"405","passecl01",1940,842,6.74,2782500,47.18,145402.914599018
"406","fasseje01",1996,695,5.57,12692256,38.99,144622.368653103
"407","pineijo01",2002,583,4.69,14360976,32.83,144277.042481606
"408","billich01",2008,602,4.81,15047856,33.67,144227.466978828
"409","bentola01",1928,931,6.98,2177728,48.86,143815.640574236
"410","nomohi01",1995,574,4.69,12306950,32.83,143696.485180238
"411","mcbrike01",1961,725,5.08,5138928,35.56,142348.45273399
"412","richaga01",2014,506,4.36,16303488,30.52,142255.494531588
"413","mayru01",1980,526,4.93,10911000,34.51,142066.399982747
"414","hansoer01",1990,708,5.01,10170000,35.07,141851.790659541
"415","smithle02",1983,310,4.75,10997596,33.25,141795.691972366
"416","hadlebu01",1933,950,7.39,2426788,51.73,141539.617409778
"417","pappami01",1971,784,5.76,8897656,40.32,141307.655631388
"418","teherju01",2016,564,4.78,16783888,33.46,141093.798973412
"419","smithbr01",1989,647,5.09,10303744,35.63,141072.709158176
"420","sirotmi01",1999,627,4.47,13764006,31.29,140743.54707254
"421","benesan01",1993,692,4.84,11494254,33.88,140349.084933865
